user_hash,is_generic_email,account_active,login_count,fail_login_count,days_since_signup,days_since_last_login,signup_hour,signup_day_of_week,signup_month,last_login_hour,last_login_day_of_week,has_first_name,has_last_name,profile_completeness,workspace_count,organization_count,role_count,is_admin,is_guest,has_avatar,mfa_enabled,login_frequency,churned
660ad7734051677005bf7a0f9f51ac00,1,1,1,0,0.00,223.58,8,0,6,8,0,1,1,2,1,1,6,1,0,1,0,1824979.4056,1
ec44e0dc1f96608d059430e5228778d0,0,1,4,0,646.94,226.56,10,1,8,8,4,1,1,2,1,1,4,1,0,1,0,0.0062,1
b454acc84bf07bdfcbfebc0f6c40e501,0,1,3,0,644.97,228.52,10,1,8,9,2,0,0,0,1,1,4,0,0,1,0,0.0047,1
1baa54c8dea6225d2bab98b8bf824b8a,0,1,11,0,243.99,228.83,2,3,10,2,2,1,1,2,1,1,6,1,0,1,0,0.0451,1
d3d5f71baf14c3a4043d486fb64c0011,0,1,2,0,643.88,229.62,10,1,8,7,1,0,0,0,1,1,4,0,0,1,0,0.0031,1
a706ad4cdb632f5b690625c47c2e1bb8,0,1,1,0,0.00,232.06,20,5,5,20,5,1,1,2,2,2,9,1,0,1,0,2308925.7082,1
c5e1a3fe491854f3449edeaa9053cbe4,0,1,1,0,0.00,232.42,12,5,5,12,5,1,1,2,1,1,6,1,0,1,0,460569.1014,1
f10da0b10ac8b7c0a8ca267d9b5372e3,0,1,3,0,5.89,233.68,8,5,5,5,4,1,1,2,2,2,9,1,0,1,0,0.5095,1
9b20d4dd1c81726f8e825a813a7b2c74,0,1,3,0,40.89,235.47,13,3,4,10,2,0,0,0,2,2,9,1,0,1,0,0.0734,1
ecb2af66e4a2c6516424e4736537964c,0,1,1,0,0.00,235.67,6,2,5,6,2,0,0,0,1,1,6,1,0,1,0,799755.6302,1
c61e9c15ffdb85667456181ae492de72,0,1,4,0,17.25,235.97,16,5,5,22,1,1,1,2,1,1,6,1,0,1,0,0.2319,1
def2c21e903e2ddcadfb56071518d6b7,1,1,1,0,0.00,237.68,5,0,5,5,0,1,1,2,1,1,6,1,0,1,0,1303501.6520,1
32360ad71d1658186dfd9bebcdf25343,0,1,5,0,275.96,237.72,5,4,8,4,0,0,0,0,1,1,3,0,0,1,0,0.0181,1
57610cbe255066f585c58dfcd29d333c,0,1,7,0,268.98,239.56,9,2,8,8,5,1,1,2,2,2,9,1,0,1,0,0.0260,1
c6f374c5a0d709a98b97a7c3a5a40dc1,0,1,1,0,633.15,240.35,10,1,8,13,4,1,1,2,1,1,4,1,0,1,0,0.0016,1
ac9268c79e65a00fd71afcf317567b81,0,0,56,0,134.96,240.57,9,2,1,8,4,0,0,0,0,0,0,0,0,1,0,0.4149,1
9ee4f519ffcf1d10ef153f1323c08cb2,0,1,2,0,6.95,243.29,16,1,5,15,1,1,1,2,1,1,6,1,0,1,0,0.2877,1
3c5df0e1cba75c24774a969a92fb891a,0,1,2,0,293.72,243.32,21,1,7,14,1,1,1,2,2,2,9,1,0,1,0,0.0068,1
cfe0741edc54c3e150ea3dc997a1fc19,1,1,14,0,1321.09,244.19,15,2,10,17,0,1,1,2,1,1,6,1,0,1,0,0.0106,1
d669e4245338d39774824d0370b5ccd7,0,1,1,0,0.00,247.49,10,4,5,10,4,1,1,2,1,1,6,1,0,1,0,216853.8621,1
77db8066c0e6b9423b6156f3b7714cca,0,1,2,0,127.61,248.19,2,2,1,17,3,1,1,2,1,1,6,1,0,1,0,0.0157,1
7bccc497cbeab11887a9911b169139a6,1,1,7,0,0.12,249.13,16,2,5,18,2,0,0,0,1,1,3,0,0,1,0,58.6847,1
a753b6f01cee02efa47ba11ea57396c3,0,1,1,0,0.00,249.22,16,2,5,16,2,1,1,2,2,2,9,1,0,0,0,3892067.2102,1
fd13992e81250c7ee56ea84e8dc08764,0,1,9,0,28.17,249.36,9,2,4,13,2,1,1,2,2,2,9,1,0,1,0,0.3195,1
e029158df5b838e329ce0e1ac6960f84,0,1,15,0,210.00,249.56,8,2,10,8,2,1,1,2,1,1,6,1,0,1,0,0.0714,1
80bac0e4fed6d5346c7e56002964c2a0,1,1,1,0,0.00,249.91,0,2,5,0,2,1,1,2,1,1,6,1,0,1,0,2618737.3079,1
7189a437b735fe82b556bd0347705fd4,0,1,18,0,724.28,250.10,12,5,5,19,1,1,1,2,2,2,9,1,0,1,0,0.0249,1
b3b7816d527e5bdd2a12f77a848d5ecf,0,1,3,0,622.97,250.53,10,1,8,9,1,0,0,0,1,1,4,0,0,1,0,0.0048,1
f370db0a8a01104185db37cc20b199d7,0,1,2,0,622.96,250.53,10,1,8,9,1,1,1,2,1,1,4,1,0,1,0,0.0032,1
9c8be647cd1cef50342402e1b573606f,0,0,4,0,24.87,250.65,9,4,4,6,1,0,0,0,0,0,0,0,0,1,0,0.1608,1
43d4f49121c78e105fd8867269eaf791,0,1,1,0,0.00,250.75,4,1,5,4,1,1,1,2,1,1,6,1,0,0,0,2256522.7611,1
561a72897878d71141741d863e8d1fd5,0,0,2,0,21.15,254.04,17,4,4,21,4,0,0,0,0,0,0,0,0,1,0,0.0946,1
d306cd38347e3c4e44ee2fd3e82e71af,1,1,1,0,0.00,256.43,11,2,5,11,2,1,1,2,1,1,6,1,0,1,0,2667984.1897,1
4be51f079ff99e5a1a35575cc74dc09b,0,1,11,0,195.85,256.55,12,2,10,8,2,1,1,2,2,2,9,1,0,1,0,0.0562,1
ccc0621fa7e96627c047b996cb311f2e,1,1,8,0,720.85,259.31,18,6,5,14,6,1,1,2,1,1,6,1,0,1,0,0.0111,1
960cf4d77370549a899c30596964d4e4,0,1,1,0,0.00,260.51,9,5,5,9,5,1,1,2,1,1,6,1,0,1,0,2147757.7807,1
cfe8732aeddb99e96e3f36756c701f69,0,1,4,0,246.93,260.70,6,3,8,5,5,1,1,2,1,1,3,1,0,1,0,0.0162,1
a4f3a2ecb59a0895e6026bf67f4d59c5,0,1,1,0,812.22,261.14,13,4,2,18,4,0,0,0,32,1,97,1,0,1,0,0.0012,1
1af7de39a761072c8a68a4241cf182d6,1,1,4,0,73.15,261.14,15,1,2,18,4,1,1,2,1,1,3,0,0,1,0,0.0547,1
c9cde13d31ce5186e43f2212eac542ac,0,1,1,0,0.00,261.41,12,4,5,12,4,1,1,2,1,1,6,1,0,1,0,2303078.7685,1
e19f5bc9cd741bd2f0dd8d7795dbad4c,0,1,1,0,0.00,261.65,6,4,5,6,4,1,1,2,1,1,6,1,0,1,0,921354.3055,1
3f64c721a69c9d9ff02d8026dfa0780c,0,1,4,0,499.16,262.04,17,1,12,21,3,0,0,0,1,1,3,0,0,1,0,0.0080,1
059f9e7ef567628ca47564716dc46f62,0,1,1,0,0.00,262.07,20,3,4,20,3,0,0,0,1,1,6,1,0,1,0,2481902.7921,1
75f6084aa74688bd42b4b1c55a22ad04,0,1,1,0,0.00,262.10,19,3,4,19,3,1,1,2,2,2,9,1,0,1,0,1701993.5387,1
a520bd8a00aff9cae8b988e55099d87f,0,1,4,0,611.33,262.16,10,1,8,18,3,1,1,2,1,1,4,1,0,1,0,0.0065,1
8bbdda8bce6f8c1b9929c70bde031370,0,1,2,0,0.00,263.28,15,2,4,15,2,1,1,2,1,1,6,1,0,0,0,7158.4927,1
6833aae4fd25084efab06329b0c820c3,1,1,3,0,11.26,263.53,3,5,4,9,2,1,1,2,1,1,6,1,0,1,0,0.2664,1
9b1e6c0272ecb092b8afc5acddc44bc2,1,1,1,0,0.00,263.81,2,2,4,2,2,1,1,2,1,1,6,1,0,1,0,3207484.1296,1
b660901e00e5a10fac179237de95a395,0,0,7,0,229.40,264.43,2,3,9,11,1,0,0,0,0,0,0,0,0,1,0,0.0305,1
c8da9c6d9d7470455c567b9ce28df09c,0,1,3,0,196.42,264.44,1,1,10,11,1,1,1,2,1,1,6,1,0,1,0,0.0153,1
2d27f8c49a8660d9b769724fa04ecbca,0,1,6,0,140.82,267.42,16,4,12,12,5,1,1,2,2,2,6,1,0,1,0,0.0426,1
2768213da11df65d7b66c6ad411cb318,0,1,10,0,183.01,269.34,13,2,10,14,3,0,0,0,1,1,3,0,0,1,0,0.0546,1
61289cb8b955845f00648ea4f8279877,0,1,8,0,558.49,271.43,0,3,10,11,1,1,1,2,1,1,6,1,0,1,0,0.0143,1
bfe4ba07df520e1b560fd21a61803cb3,0,1,1,0,0.00,276.51,9,3,4,9,3,1,1,2,1,1,6,1,0,1,0,2292385.2481,1
f53993fdea77a00806c4bd1c785a1b5b,1,1,30,0,763.99,276.73,4,2,3,4,3,1,1,2,1,1,6,1,0,1,0,0.0393,1
9a709a5fc83ba96414807113a521ad5e,1,1,1,0,0.00,278.75,4,1,4,4,1,1,1,2,1,1,6,1,0,1,0,2092719.0815,1
6c0b7d610fcf450ecdbe211d481d4f07,1,1,1,0,0.00,282.29,15,4,4,15,4,1,1,2,1,1,6,1,0,1,0,813459.7460,1
e131bbe2d2d7390c7ff74b7eea2e1204,0,0,85,0,590.88,282.62,10,1,8,7,4,0,0,0,0,0,0,0,0,1,0,0.1439,1
0492490c1924c3604f34f929a8517fb2,0,1,1,0,0.00,283.52,9,3,4,9,3,1,1,2,2,2,9,1,0,1,0,2410378.0165,1
a7cb5fe2f8b4718218241ee940c71e88,0,1,1,0,0.00,283.70,5,3,4,5,3,1,1,2,1,1,6,1,0,1,0,1516960.4607,1
d13bf71bd2cd326234489773296bb5bf,0,1,9,0,589.66,283.83,10,1,8,2,3,1,1,2,1,1,4,1,0,1,0,0.0153,1
d2accaa56b3165020df9a3148e5eef73,0,1,5,0,589.53,283.96,10,1,8,23,2,0,0,0,1,1,4,0,0,1,0,0.0085,1
84d1f0c556e956e4a760f8fa9fd07074,0,1,9,0,404.25,284.90,18,3,2,0,2,1,1,2,1,1,3,0,0,1,0,0.0223,1
c259ab3883dc6c5816fd3aabe7dd6977,0,1,22,0,704.17,285.41,8,4,5,12,1,1,1,2,1,1,6,1,0,1,0,0.0312,1
f1ea61cc21fc8157defaf0a6c738fba8,0,1,4,0,587.89,285.61,10,1,8,7,1,1,1,2,1,1,4,1,0,1,0,0.0068,1
7ed55849803f161ef0b4281c616c4fe3,1,1,1,0,0.00,286.15,18,0,4,18,0,0,0,0,1,1,6,1,0,1,0,4065499.7177,1
46c100ff8e802b9808cdfb34749fafb1,0,1,1,0,0.00,286.52,9,0,4,9,0,1,1,2,1,1,6,1,0,1,0,1418230.1669,1
d5ba71d914c74f8b3ce46748155be8e4,0,1,3,0,555.77,286.55,14,4,9,9,0,1,1,2,1,1,6,1,0,1,0,0.0054,1
6447da3477f0de2db5f19a672798eb38,1,1,1,0,0.00,288.00,22,5,4,22,5,0,0,0,1,1,6,1,0,1,0,1436385.0975,1
bdba88d7390d3df9fe34b19f5f7fda4b,0,1,7,0,50.99,288.27,15,3,2,15,5,1,1,2,1,1,6,1,0,1,0,0.1373,1
d6e433288893142c9337721fd2e8f5d5,0,1,1,0,0.00,290.40,12,3,4,12,3,1,1,2,1,1,6,1,0,1,0,2482758.6207,1
12f9a120657cdb3473781adc705a3fc9,0,1,3,0,582.31,291.19,10,1,8,17,2,1,1,2,1,1,4,1,0,1,0,0.0052,1
ec468e7fade7ec11ccbd1b362ed658ba,0,1,3,0,581.20,292.30,10,1,8,15,1,1,1,2,1,1,4,1,0,1,0,0.0052,1
36b9deafe26bc771df0e0a40ca0b1514,0,1,1,0,0.00,295.19,17,5,3,17,5,1,1,2,1,1,6,1,0,0,0,2127292.8721,1
1ac9a70932c9873132dda51d4b3cc55e,0,1,2,0,0.01,295.28,15,5,3,15,5,0,0,0,1,1,6,1,0,1,0,143.4134,1
7ded60083482623a668cd09d3a6927de,1,1,2,0,0.05,295.41,11,5,3,12,5,1,1,2,1,1,6,1,0,1,0,43.6620,1
f06f7798ab082291ff8b1605e7ab36ed,0,1,1,0,0.00,296.08,20,4,3,20,4,1,1,2,1,1,6,1,0,1,0,794519.2882,1
ddfdc455c240ba20c2bebc04b73858fd,0,1,1,0,0.00,296.63,7,4,3,7,4,1,1,2,1,1,6,1,0,1,0,1496751.8406,1
2dcc2a2471cecc4ee3a53c7d23826c33,0,1,1,0,0.00,297.35,13,3,3,13,3,1,1,2,2,2,9,1,0,1,0,2651364.0409,1
ab7ecacbcd6b132ee83f8de01c989cd0,0,1,1,0,0.00,297.38,13,3,3,13,3,1,1,2,1,1,6,1,0,1,0,1596481.8271,1
21647bcd4f99e47f461675454ef2cf20,1,1,1,0,0.00,297.63,7,3,3,7,3,1,0,1,1,1,6,1,0,1,0,3588188.8783,1
6a8d4534e75ff258ac5c21b389f44e70,1,1,1,0,0.00,298.05,20,2,3,20,2,1,0,1,1,1,6,1,0,1,0,3212493.0284,1
46b5ae4aa83e6ffc45512e08006e060c,0,1,13,0,222.04,298.73,3,4,8,4,2,1,1,2,2,2,9,1,0,1,0,0.0585,1
b483cddf894cb74b2ca374328e4cd77a,0,1,24,0,682.89,299.13,21,4,5,19,1,1,1,2,1,1,3,1,0,1,0,0.0351,1
297f1b2ded9574f68f0a3755108e7dd9,0,1,3,0,40.83,299.24,20,2,2,16,1,1,1,2,1,1,6,1,0,1,0,0.0735,1
cb5201c477f8a43696530d445b6e3b46,0,1,18,0,573.86,299.63,10,1,8,7,1,1,1,2,1,1,4,1,0,1,0,0.0314,1
21e83e8d9b67433976427817c325fe0c,0,1,2,0,623.20,303.09,15,4,7,19,4,0,0,0,2,2,7,1,0,1,0,0.0032,1
8c8aac4daae4973963e13c09708cd8a4,0,1,1,0,570.02,303.48,10,1,8,10,4,1,1,2,1,1,4,1,0,1,0,0.0018,1
3ac045455c681afa7a7e3e6ca3c51eea,0,1,2,0,55.70,303.65,13,4,1,6,4,1,1,2,2,2,10,1,0,1,0,0.0359,1
2a3f92584a9e27c8f2f97bc013f25835,0,1,7,0,195.05,304.28,14,4,9,15,3,1,1,2,2,2,9,1,0,0,0,0.0359,1
4bc6dafd8b1b7fe8592d6a76c71a5efd,1,1,10,0,110.06,306.27,14,3,11,15,1,1,1,2,1,1,6,1,0,1,0,0.0909,1
14bd5e1dae89471060352811934d598f,0,1,1,0,0.00,306.76,3,1,3,3,1,1,1,2,1,1,6,1,0,1,0,2164274.4420,1
397ce922b21e5a5e97bc241835aded94,0,1,38,0,385.66,310.06,4,4,2,20,4,1,1,2,1,1,6,1,0,1,0,0.0985,1
49597e030308838c884434f4d976bc14,0,1,1,0,563.22,310.27,10,1,8,15,4,0,0,0,1,1,4,0,0,1,0,0.0018,1
80cdfd39751dd08385cb8ef6e7ab1d1c,0,1,1,0,0.00,310.83,2,4,3,2,4,1,1,2,1,1,6,1,0,1,0,2349869.4517,1
d68c379e757e0010e77a553de5c70e31,0,1,3,0,357.99,311.52,10,2,3,9,3,1,1,2,1,1,3,1,0,1,0,0.0084,1
61238cdd303e71a46287258115d7d906,0,1,1,0,0.00,312.21,17,2,3,17,2,1,1,2,1,1,6,1,0,1,0,1862470.3600,1
82be22ecbdb237166e953807646353da,0,1,1,0,0.00,313.04,21,1,3,21,1,1,1,2,2,2,9,1,0,1,0,3945926.1966,1
7968fa1f18e1f65e16c182db8d14f4fd,0,1,1,0,0.00,313.14,18,1,3,18,1,1,1,2,1,1,6,1,0,1,0,2955665.0246,1
1b8b96025380efc5840ba942f6a74df1,0,1,1,0,560.36,313.14,10,1,8,18,1,1,1,2,1,1,4,1,0,1,0,0.0018,1
b125dd643406a3d0e47c9d3a216d3d92,0,1,1,0,560.20,313.30,10,1,8,14,1,1,1,2,1,1,4,1,0,1,0,0.0018,1
5b2c9989ad8e86093452ccf1b0626095,1,1,3,0,26.74,318.12,1,5,2,19,3,1,1,2,1,1,6,1,0,1,0,0.1122,1
37ec8e0bb882a379cd32db6eb5ba0455,0,0,3,0,13.87,318.54,12,3,2,9,3,0,0,0,0,0,0,0,0,1,0,0.2163,1
3478f395a037417c29aaa8f315157acd,0,1,1,0,0.00,319.33,14,2,3,14,2,0,0,0,1,1,6,1,0,1,0,2090238.2968,1
3c1d02bfd3f83d6db9e70167c6595849,0,1,1,0,553.26,320.24,10,1,8,16,1,1,1,2,1,1,4,1,0,1,0,0.0018,1
e9feb9e2ca1c098b10e2f66190cd276d,0,1,1,0,0.00,320.35,13,1,3,13,1,1,1,2,2,2,9,1,0,1,0,2300564.4904,1
8a1f4e5a942fb07761d3c9778d0a09e9,0,1,1,0,0.00,320.68,5,1,3,5,1,1,1,2,1,1,6,1,0,1,0,1319930.3370,1
7bac2bf3c4a76ff959bc7ecd17d83514,1,1,1,0,0.00,321.01,21,0,3,21,0,1,1,2,1,1,6,1,0,1,0,2841077.2418,1
823886f3ab178c3b30a08f2b07612072,1,1,1,0,0.00,321.90,0,0,3,0,0,1,1,2,1,1,6,1,0,1,0,1386815.6209,1
9c9728f9a28eaaf54afe51f2ab6afb3d,0,0,2,0,550.28,323.21,10,1,8,17,5,0,0,0,0,0,0,0,0,1,0,0.0036,1
bf626da3d0ac3584e26699c90b50259b,0,0,3,0,294.54,323.56,19,4,5,8,5,0,0,0,0,0,0,0,0,1,0,0.0102,1
8dad5551eae3cdc5a472b6a6f7c3202c,0,1,11,0,35.98,323.57,8,4,1,8,5,1,1,2,1,1,3,1,0,1,0,0.3057,1
d512c692329301360b0c978c42d22770,0,1,1,0,0.00,324.18,17,4,2,17,4,1,1,2,1,1,6,1,0,1,0,2112676.0563,1
243ac2fa7ba9a4b3bede14d7191de82a,0,1,1,0,0.00,324.39,12,4,2,12,4,1,1,2,1,1,6,1,0,0,0,1459582.7350,1
de3eb67a266e210be2a2c9444bcec23d,0,1,2,0,548.94,324.56,10,1,8,8,4,0,0,0,1,1,4,0,0,1,0,0.0036,1
f3442dd1b6315bcbc826f710c3349038,1,1,2,0,2.18,325.72,0,1,2,4,3,1,1,2,1,1,6,1,0,1,0,0.9164,1
bf6ed213f206911f0e4fcb17e0ef4ae1,0,0,5,0,154.01,326.37,13,2,9,13,2,0,0,0,0,0,0,0,0,1,0,0.0325,1
af5224762b593d55fda4f2940b79faf2,1,1,1,0,0.00,326.40,12,2,2,12,2,1,1,2,1,1,6,1,0,1,0,3759136.7908,1
ae70ffc5da2780a6acf3e1a6d37f77db,1,1,1,0,0.00,326.44,11,2,2,11,2,1,1,2,2,2,9,1,0,1,0,1855949.1332,1
9ba4005414db9475eb1d7e5667f7bff9,1,1,1,0,0.00,326.44,11,2,2,11,2,1,1,2,1,1,6,1,0,1,0,1528743.5639,1
df6b5a215b5df8987186c9574ff55d36,0,1,1,0,0.00,326.91,0,2,2,0,2,1,1,2,2,2,9,1,0,1,0,1564480.4983,1
f094415174b2ab13ffa3501bcb85e22c,0,1,1,0,0.00,327.04,21,1,2,21,1,1,1,2,1,1,6,1,0,1,0,1728380.2437,1
3b111c98fe053780b0d61cf6a3d19dd6,1,1,1,0,0.00,329.89,0,6,2,0,6,1,1,2,1,1,6,1,0,1,0,2560000.0000,1
2a2808b62858bb01d404d927d5358b93,0,1,2,0,268.14,330.32,11,3,5,14,5,1,1,2,1,1,6,1,0,1,0,0.0075,1
7b42f21d295b18d98ad5ab0b5b7484db,0,1,5,0,472.27,330.54,2,2,11,9,5,1,1,2,1,1,6,1,0,1,0,0.0106,1
295e169f525eb6ebd0b55592c1d291e9,0,1,1,0,0.00,330.68,5,5,2,5,5,1,1,2,1,1,6,1,0,1,0,2734869.5872,1
e8085d2ab15b37fcb2fca767de0feeab,0,1,1,0,0.00,330.99,22,4,2,22,4,1,1,2,1,1,6,1,0,1,0,1678712.9867,1
ce1a60ebad82ace2ee09f707c6a3f5fe,0,1,2,0,0.75,332.28,21,2,2,15,3,0,0,0,1,1,6,1,0,1,0,2.6579,1
26b07875023ebc0a412b9a8c9fdf745a,0,1,1,0,0.00,334.69,5,1,2,5,1,1,1,2,1,1,6,1,0,1,0,1836149.1871,1
40cddbeca13349e9419db5b3958cf126,0,1,7,0,32.12,341.18,14,4,1,17,1,0,0,0,1,1,3,0,0,1,0,0.2179,1
bdf3694495b042a97170ad68514b5213,0,1,1,0,0.00,341.23,16,1,2,16,1,0,0,0,1,1,6,1,0,1,0,2432980.4010,1
43056b44a8908763392ac510b48cc954,0,1,175,0,937.68,341.55,16,1,7,9,1,1,1,2,2,2,9,1,0,1,0,0.1866,1
28596e80044b11a38f2387350c5ad188,0,1,17,0,281.27,342.69,23,5,5,5,0,1,1,2,1,1,6,1,0,0,0,0.0604,1
c8c1235405091d800e3c9c9a3ddabe13,1,1,1,0,0.00,343.22,16,6,2,16,6,0,0,0,1,1,6,1,0,1,0,2408563.7823,1
60f9464c0341d18760fae64518433489,0,1,9,0,193.02,344.55,8,1,7,8,5,0,0,0,2,2,9,1,0,1,0,0.0466,1
0b6ea5f24ec0a2b2e826070644732dd5,0,1,7,0,467.91,345.13,21,5,10,19,4,1,1,2,2,2,9,1,0,1,0,0.0150,1
584a2409f7f66df5ccbfc2e0366f05bc,1,1,1,0,0.00,345.37,13,4,2,13,4,1,1,2,1,1,6,1,0,1,0,1205828.1695,1
ca848c06f38040be5eafde2269d8461b,1,1,1,0,0.00,345.69,5,4,2,5,4,1,1,2,1,1,6,1,0,0,0,2170363.4856,1
6211463dc2c08d39df6412090564677f,1,1,1,0,0.00,346.21,17,3,2,17,3,0,0,0,1,1,6,1,0,1,0,2691001.9622,1
6f3c274cbf0367f613ba62c0a4acf2a1,0,1,4,0,62.11,346.24,13,4,12,16,3,1,1,2,2,2,9,1,0,1,0,0.0644,1
4622b600c365a53d05f501bcc6184211,0,1,1,0,0.00,347.30,14,2,2,14,2,1,1,2,1,1,6,1,0,1,0,2278420.9277,1
7dfdf3324bc11c55a2cba775889bc917,0,1,1,0,0.00,348.56,8,1,2,8,1,1,1,2,1,1,6,1,0,1,0,1585233.8403,1
861130df40e376bc790ae537c8092f95,0,1,2,0,0.78,348.70,10,0,2,5,1,1,1,2,1,1,6,1,0,1,0,2.5603,1
49a57779f3a87b85860818766805ffb2,0,1,2,0,109.01,348.78,3,4,10,3,1,1,1,2,1,1,6,1,0,1,0,0.0183,1
644ddae09e0d968ac217adc9200a75bd,0,1,1,0,0.00,349.09,19,0,2,19,0,1,1,2,2,2,9,1,0,1,0,1908548.7078,1
8d3bcf6850dd0a936221d5ad7ec369d6,0,1,2,0,0.04,351.53,8,5,1,9,5,1,1,2,1,1,6,1,0,1,0,48.3055,1
0f815fc0494086334e65e205bb1a2716,0,1,1,0,0.00,351.54,9,5,1,9,5,1,1,2,1,1,6,1,0,1,0,2768520.8921,1
16df6c7dd73b06eb82544a3696812819,0,1,79,0,267.27,354.30,8,1,5,15,2,1,1,2,1,1,3,0,0,1,0,0.2956,1
79813c108d27101cae1b3157d9c631b6,1,1,1,0,0.00,354.34,13,2,1,13,2,1,1,2,1,1,6,1,0,1,0,3728155.3398,1
b42ee53772e563c6bb7c91adba6812a7,0,1,1,0,0.00,354.38,12,2,1,12,2,1,1,2,1,1,6,1,0,1,0,2466598.1501,1
d4dd686a2e1f878eb71b816bfac9205a,0,1,14,0,558.93,355.42,13,2,7,11,1,1,1,2,2,2,9,1,0,1,0,0.0250,1
f0f96a108a04fc3b04af61d87668d52e,0,1,1,0,513.46,360.04,10,1,8,21,3,1,1,2,1,1,4,1,0,1,0,0.0019,1
64843fc89e3e4361dfaf4d86906028e9,0,1,4,0,289.36,360.27,7,1,4,15,3,1,1,2,1,1,6,1,0,1,0,0.0138,1
364ae21bf901839572b5ff36dc89fdb3,0,1,1,0,0.00,360.41,12,3,1,12,3,1,1,2,1,1,6,1,0,1,0,1710484.6373,1
522197e11df341034512bb30fd7b7054,0,0,4,0,12.94,360.43,13,4,1,11,3,0,0,0,0,0,0,0,0,1,0,0.3090,1
6128903ff2578f8a3f7ae93b3ee778f2,0,0,11,0,513.06,360.44,10,1,8,11,3,0,0,0,0,0,0,0,0,1,0,0.0214,1
3a88fa4f9dbb6ed349edac12f2b9eb40,0,1,5,0,193.83,361.20,21,4,7,17,2,1,1,2,1,1,3,1,0,1,0,0.0258,1
164b82548aacc9eb225300a3e1ec2029,0,1,6,0,96.77,361.37,18,3,10,13,2,1,1,2,3,3,12,1,0,1,0,0.0620,1
8c372b72df13b32c95ff43fb9a69e770,0,1,1,0,0.00,362.48,10,1,1,10,1,1,1,2,1,1,6,1,0,1,0,1986206.8966,1
80b9336b38909c351c4257b7ab18f1c9,0,1,2,0,510.99,362.50,10,1,8,10,1,0,0,0,1,1,4,0,0,1,0,0.0039,1
d29717bdc33ab90f23a3ec046a31f8f9,1,1,1,0,0.00,365.30,14,5,1,14,5,1,0,1,1,1,6,1,0,1,0,1258943.0124,1
913913a45168784ba0b08c2b1240beeb,0,1,5,0,960.12,366.47,8,3,6,10,4,0,0,0,1,1,3,0,0,1,0,0.0052,1
6090bf1a787a9172757e75df3194fa89,0,1,19,0,555.80,366.54,13,1,7,9,4,1,1,2,2,2,9,1,0,1,0,0.0342,1
010ed028e4de3bd8a3e03e4f21837337,0,1,1,0,0.00,367.08,20,3,1,20,3,1,1,2,1,1,6,1,0,1,0,2223880.9812,1
c464eba75dfe6f18c7b2baa3fda1b1e8,0,1,3,0,153.88,367.22,19,3,8,16,3,1,1,2,2,2,9,1,0,1,0,0.0195,1
5162a1b5b989453339bf44a0e677958b,0,1,2,0,501.21,372.29,10,1,8,15,5,1,1,2,1,1,4,1,0,1,0,0.0040,1
29d2ca02a64a3152d3249dfc607b5163,0,1,1,0,0.00,372.94,23,4,1,23,4,1,1,2,1,1,6,1,0,1,0,1177962.2888,1
43edeb9bfd14510f95993c95c8b49bb6,0,1,3,0,0.13,373.14,15,4,1,18,4,0,0,0,1,1,6,1,0,1,0,22.5705,1
9feaf28a1ffb909b91ab5cea53698b49,0,1,1,0,20.82,373.44,15,4,12,11,4,1,1,2,1,1,3,1,0,1,0,0.0480,1
67254cf166136e997c36a0141e6aae22,1,1,1,0,0.00,374.08,20,3,1,20,3,1,1,2,1,1,6,1,0,1,0,3244095.6708,1
2cecf56ef4929dfd6c60b5ff16ca460d,0,0,1,0,0.00,374.28,15,3,1,15,3,0,0,0,0,0,0,0,0,1,0,915.4513,1
6b470921c07b6902f5be0fe6b068a430,0,1,1,0,497.29,376.20,10,1,8,17,1,0,0,0,1,1,4,1,0,1,0,0.0020,1
28d2987d1ff51b4075a2a06a7cb68443,0,1,2,0,497.20,376.29,10,1,8,15,1,1,1,2,1,1,4,1,0,1,0,0.0040,1
37db880e661b6156291e3f5986f0b7f6,1,1,1,0,0.00,377.83,2,0,1,2,0,1,1,2,1,1,6,1,0,1,0,2271412.7977,1
7d626133ea713eb2b6a2efa42de3fe70,0,1,1,0,0.00,379.26,15,5,1,15,5,1,1,2,1,1,6,1,0,1,0,619865.8392,1
3f04c599c013ac628f1bd99bd046edd6,0,1,1,0,0.00,380.12,19,4,1,19,4,0,0,0,1,1,6,1,0,1,0,2505073.9345,1
af589baeeecdf4090c2195936ba87b47,0,1,1,0,0.00,380.26,15,4,1,15,4,0,0,0,1,1,6,1,0,1,0,3089907.7319,1
93f129ecb74b5879509e8b6a90c3d7ad,1,1,1,0,0.00,380.37,13,4,1,13,4,1,1,2,1,1,6,1,0,1,0,1084786.6210,1
bad5d8c47e406335fb55330620818da2,0,1,4,0,345.52,387.29,2,2,1,15,4,1,1,2,1,1,6,1,0,1,0,0.0116,1
45c9db48dd8e22381547b8682609bdf3,0,1,46,0,750.32,387.33,6,3,12,14,4,1,1,2,1,1,3,0,0,1,0,0.0613,1
0cc62f8b9d6d1a734ccb0e094d1a2ac5,1,1,3,0,427.26,387.43,5,4,10,11,4,1,1,2,1,1,6,1,0,1,0,0.0070,1
9bfd215755fe8c6c25646c7cb466c63d,0,1,40,0,741.94,387.85,3,4,12,1,4,1,1,2,1,1,3,1,0,1,0,0.0539,1
